date,county,fips,hosp019_mean,hosp019_best,hosp019_CI95l,hosp019_CI95u,hosp2039_mean,hosp2039_best,hosp2039_CI95l,hosp2039_CI95u,hosp4059_mean,hosp4059_best,hosp4059_CI95l,hosp4059_CI95u,hosp60_mean,hosp60_best,hosp60_CI95l,hosp60_CI95u,hosptot_mean,hosptot_best,hosptot_CI95l,hosptot_CI95u,newhosp019_mean,newhosp019_best,newhosp019_CI95l,newhosp019_CI95u,newhosp2039_mean,newhosp2039_best,newhosp2039_CI95l,newhosp2039_CI95u,newhosp4059_mean,newhosp4059_best,newhosp4059_CI95l,newhosp4059_CI95u,newhosp60_mean,newhosp60_best,newhosp60_CI95l,newhosp60_CI95u,icu019_mean,icu019_best,icu019_CI95l,icu019_CI95u,icu2039_mean,icu2039_best,icu2039_CI95l,icu2039_CI95u,icu4059_mean,icu4059_best,icu4059_CI95l,icu4059_CI95u,icu60_mean,icu60_best,icu60_CI95l,icu60_CI95u,icutot_mean,icutot_best,icutot_CI95l,icutot_CI95u,newinfec019_mean,newinfec019_best,newinfec019_CI95l,newinfec019_CI95u,newinfec2039_mean,newinfec2039_best,newinfec2039_CI95l,newinfec2039_CI95u,newinfec4059_mean,newinfec4059_best,newinfec4059_CI95l,newinfec4059_CI95u,newinfec60_mean,newinfec60_best,newinfec60_CI95l,newinfec60_CI95u,newinfectot_mean,newinfectot_best,newinfectot_CI95l,newinfectot_CI95u,newcases019_mean,newcases019_best,newcases019_CI95l,newcases019_CI95u,newcases2039_mean,newcases2039_best,newcases2039_CI95l,newcases2039_CI95u,newcases4059_mean,newcases4059_best,newcases4059_CI95l,newcases4059_CI95u,newcases60_mean,newcases60_best,newcases60_CI95l,newcases60_CI95u,newcasestot_mean,newcasestot_best,newcasestot_CI95l,newcasestot_CI95u,cummort_mean,cummort_best,cummort_CI95l,cummort_CI95u,hosp_data,icu_data,cummort_data
2020-03-02,Solano County,6095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN
2020-03-03,Solano County,6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN
2020-03-04,Solano County,6095,1.23107429172394e-05,1.23702875189507e-05,1.21694785192491e-05,1.24227935719967e-05,0.00125405226685663,0.00124882416157096,0.00124709127016092,0.00126331019875465,0.00169545034705825,0.00169418884086145,0.00168390103280924,0.0017095877943504,0.002240413331591,0.00223930530311358,0.00222980251174363,0.00225400640810782,0.00520222668842312,0.00519468859306494,0.00517854094428235,0.00522860240498656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39233316904463e-07,6.4124119457896e-07,6.3315966577418e-07,6.45489057940898e-07,6.51081762675362e-05,6.47259228071543e-05,6.46889166061977e-05,6.55582657564118e-05,8.80341495231405e-05,8.7807838363757e-05,8.73617155697057e-05,8.87831178587839e-05,0.000217766021741002,0.000217671509198028,0.000216669440961367,0.000218890960752972,0.000371547580848583,0.000370846511563518,0.000369529076359939,0.000373151303015936,0.699860445343563,0.700436432246157,0.699306552908038,0.700473273050395,1.23981758544572,1.2408421749828,1.23883355270181,1.24090688717024,1.14574935309032,1.14669796949401,1.14483911358016,1.14675741310819,0.94205848213235,0.942838155389514,0.941310620656135,0.942887142292362,4.02748586601195,4.03081473211248,4.02428983984614,4.03102495310356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22500642854283e-05,1.22281862438058e-05,1.21834680380999e-05,1.23048948226378e-05,NaN,NaN,NaN
2020-03-05,Solano County,6095,7.22221043084726e-05,7.25741075521685e-05,7.14142355884442e-05,7.28736263076364e-05,0.00737051304690963,0.00734007518244314,0.00733237188482293,0.0074210546512046,0.00997454485139692,0.00996752046622821,0.00990657639252291,0.0100551949567544,0.0132063197775628,0.0132003559588741,0.0131491964794857,0.0132823300557056,0.0306235997801778,0.0305805257150976,0.0305077844173762,0.0307613683661157,3.3436782821681e-05,3.35992423860814e-05,3.30565145207222e-05,3.37402341868427e-05,0.00340747754171306,0.00339334854427719,0.00338949455078884,0.0034318670935441,0.00460785509410968,0.00460453371224008,0.0045765120090337,0.00464579869076326,0.00606957307809278,0.00606668233845302,0.00604206699092167,0.00610560928487995,6.70290601168278e-06,6.72371456759923e-06,6.64085847940521e-06,6.76424084402317e-06,0.000683597509969119,0.00067956061209812,0.000679550226369998,0.000688101218182169,0.000924982593205717,0.000922573344410469,0.000917838204543883,0.000932719502533347,0.00228760600594404,0.00228653584411879,0.00227647443615764,0.00229871793957087,0.00390288901513055,0.00389539351519498,0.00388437517621102,0.00391862244102214,0.565343165663657,0.565574716392457,0.564821285042411,0.565820795034481,1.01313778359272,1.0135754314481,1.01220719735867,1.01400692487069,0.941288362892111,0.941705233900393,0.940427747906778,0.942101806993434,0.772203205016557,0.772544530636951,0.771499343814475,0.772870488861431,3.29197251716505,3.2933999123779,3.28895557412233,3.29480001576004,0.11858769924425,0.118696556860698,0.118481390673958,0.11869860060032,0.210080618130433,0.21027417620995,0.209891584564867,0.210277710208613,0.194141247199088,0.19432041863045,0.193966215496553,0.194323656016188,0.164735624061558,0.164887601174315,0.164587085086868,0.164890351883182,0.687545188635329,0.688178752875414,0.686926275822247,0.688190318708302,0.000140936491987431,0.000140680434385436,0.000140240809726627,0.000141538421913467,NaN,NaN,NaN
2020-03-06,Solano County,6095,0.000186434500168415,0.00018735099305532,0.000184433962667716,0.000188160384355051,0.0190831629447137,0.0190052137600864,0.0189886050471253,0.0192056274192686,0.0258632824072116,0.0258462661203496,0.0256866037539869,0.0260692528498931,0.0342770001548943,0.034263169373992,0.0341385398520895,0.0344662135480044,0.0794098800069881,0.0793020002474833,0.0791263703445555,0.0797430844924287,9.11280286826932e-05,9.15766139115288e-05,9.01435713604698e-05,9.19688334379917e-05,0.00931769272103617,0.00927968641832305,0.00927070182976141,0.00937771635895446,0.0126211515171097,0.0126129289498756,0.0125350245348452,0.0127215668125252,0.0166147013250399,0.0166079478662713,0.0165467124948613,0.0167069230313319,2.3118100004925e-05,2.31893896259907e-05,2.29070718352866e-05,2.33176798717479e-05,0.0023630529102344,0.00234905669813998,0.00234927579877204,0.00237797489917431,0.00320113682430716,0.00319274616784788,0.00317766168666717,0.00322792955276567,0.00791362735231503,0.00790979690826354,0.00787583762148716,0.00795000888611149,0.0135009351868615,0.0134747891638774,0.013439334351866,0.0135522018929921,0.582712249274371,0.582943535887567,0.582031701124336,0.583334974182959,1.0587262858138,1.05918552932269,1.05749926031692,1.05987017134167,0.989674430079766,0.990123244491437,0.988529725327949,0.99074880217077,0.80968025919936,0.810049296533894,0.808741811532713,0.810559074425664,3.4407932243673,3.44230160623559,3.43680249830192,3.44451302212107,0.194265388603734,0.194402201202845,0.194084797286993,0.194431104488297,0.346146339330855,0.346394167055762,0.345819687758315,0.346443686337863,0.320741350050723,0.320972816541041,0.320436160550536,0.321017694290386,0.271859270331872,0.272055341803294,0.271601066787054,0.272093282640149,1.13301234831718,1.13382452660294,1.13194084423055,1.1339857677567,0.000586108915167666,0.000585035457314937,0.000583412941267453,0.000588404948942788,NaN,NaN,NaN
2020-03-07,Solano County,6095,0.00035178312294609,0.000353527981291464,0.00034816008621187,0.000355112862306006,0.036144360335275,0.0359984311955796,0.0359825502621464,0.0363647442348156,0.0490754074173481,0.0490455337122735,0.0487343409667952,0.0494666304431103,0.0650561132326219,0.0650331345261563,0.0648036665789893,0.0653986411115766,0.150627664108191,0.150430627415301,0.150122057191292,0.15123836970752,0.000150093878892297,0.000150843057911239,0.000148571244196029,0.000151524987300744,0.0154279991743987,0.0153662010364429,0.0153614110355295,0.0155194756116371,0.0209500710223763,0.0209380195444049,0.0208022767989452,0.0211168331531807,0.0275508463014123,0.0275417792934011,0.0274460383960706,0.0276905147029726,5.17595900824021e-05,5.19188220519343e-05,5.12932228236456e-05,5.21931691826109e-05,0.00530696941208502,0.00527551644207307,0.00527724494067749,0.00533924383162562,0.00719992863763757,0.00718104077075239,0.00714625545072045,0.00726079559281729,0.0177888688511009,0.0177802301215738,0.0177054170641996,0.0178662103236435,0.0303475264909059,0.0302887061564512,0.0302202422352444,0.0304569934128036,0.678903361101621,0.679241849097836,0.677996574034854,0.679768748436713,1.24470443775323,1.24537252587739,1.24305372542925,1.24631486730205,1.16846644010217,1.16912102318346,1.1669175900483,1.16999384948142,0.954212937036058,0.954755018416644,0.952945179408833,0.955461926483583,4.04628717599307,4.04849041657533,4.04091190861681,4.05154194261338,0.260048476797723,0.260207519981319,0.2598074004867,0.260297903675309,0.466875667407069,0.467170771414401,0.466441414717097,0.467324934130234,0.434088366818583,0.434367422579081,0.433682358670544,0.434505369168816,0.367378812220425,0.367615243194809,0.367032860640432,0.367730975258298,1.5283913232438,1.52936095716961,1.52697250952828,1.52985918223266,0.00158680166291945,0.00158388889640683,0.00157951373419371,0.00159257935803956,NaN,NaN,NaN
2020-03-08,Solano County,6095,0.000567601731967461,0.000570442488600878,0.000561890038392607,0.000573078638633903,0.0585641832687655,0.0583305317612116,0.0583180876823566,0.0589019162090457,0.0796776307956194,0.0796331084989011,0.0791083364212261,0.0803100040253321,0.105593148365031,0.10556121371567,0.105196751505443,0.10612352146429,0.244402564161383,0.244095296464384,0.243641448183123,0.245352728345626,0.000209400125864155,0.000210459494614282,0.00020730660520264,0.000211449787695902,0.0216589322419854,0.0215737304766912,0.0215723895225772,0.0217794447678974,0.0294981969658893,0.0294834468659043,0.0292820047038745,0.029729192502899,0.0387437750338213,0.0387340168760545,0.038600235767009,0.0389289813798702,9.30193030803762e-05,9.33057661556604e-05,9.21903909139708e-05,9.3791062678006e-05,0.00957223226540605,0.00951556569916123,0.00952066649850156,0.00962860990574759,0.0130095368935291,0.0129755234449812,0.0129109749688939,0.0131190830734941,0.03211993550333,0.0321046530150586,0.0319806396898454,0.0322533519633746,0.0547947239653456,0.0546890479253566,0.0545722007864465,0.054983871483781,0.829594375496828,0.830087388864952,0.828340254201145,0.830823556880102,1.52817810180301,1.52913914977787,1.5258925194181,1.53045377023942,1.43834047386306,1.43928060084743,1.43620377470482,1.44049558942058,1.17351105955381,1.17429344895187,1.17174818316706,1.17526980385885,4.9696240107167,4.97280058844213,4.96223208889089,4.97704314800713,0.33097138792849,0.331167545501497,0.33063432672342,0.331324123090435,0.598655900978817,0.599026707243766,0.598021494024967,0.599307534775252,0.558524491548401,0.558878993641549,0.557913922582928,0.559138758152364,0.471978950490924,0.472280026365072,0.471452387957577,0.472496701193428,1.96013073094663,1.96135327275188,1.95802213128889,1.96226915456094,0.00339366632259318,0.00338744945610696,0.00337809502924851,0.00340551575988844,NaN,NaN,NaN
2020-03-09,Solano County,6095,0.000838291292000921,0.000842524583827519,0.000829928894851288,0.000846518763955341,0.0868633126127177,0.0865208808699184,0.0865151337533188,0.087352066793957,0.118428610870688,0.118368335348246,0.117564886621105,0.119351551814876,0.156851781252707,0.156812292467339,0.156270970505843,0.157608400964236,0.362981996028114,0.36254403326933,0.36186263631903,0.364427677149144,0.000273610816244202,0.000275012562578251,0.000270904689226503,0.000276346142087863,0.0284769024966918,0.028366788970762,0.028365729591489,0.0286345051366494,0.0389012274326928,0.038884517050564,0.0386093265217133,0.0391987645812248,0.0510293978779361,0.0510202832716713,0.0508431529002408,0.0512646283969472,0.000147351192556446,0.000147806880506939,0.00014605027204739,0.000148560868147809,0.0152234602333999,0.0151335855045787,0.0151442168567015,0.0153106546396419,0.0207301503569377,0.0206763330182699,0.020570381286598,0.0209041559474431,0.051141770417941,0.0511184516932977,0.0509379674936442,0.0513512644212474,0.087242732200835,0.0870761770966533,0.0869168097713231,0.0875319239601046,1.03123269241184,1.03192601226573,1.02950081300364,1.03295668963752,1.90371645488633,1.9050551489594,1.90053631534725,1.90690234831993,1.79480499856104,1.79611241429651,1.79181354230643,1.79777269449162,1.46378220041163,1.46487336529461,1.46133213626793,1.4662144056611,6.19353634627085,6.19796694081625,6.18322583567107,6.20384934568367,0.415396919650858,0.41565136361735,0.414920371983912,0.41590423980391,0.756133957631255,0.756619717977192,0.755227046539124,0.757065668954772,0.707604021350376,0.708071911056463,0.706722834442341,0.708481603513994,0.597195101300577,0.597593857127661,0.596430745609523,0.597934929113546,2.47632999993307,2.47793684977867,2.47329906486943,2.47938644138622,0.00627055986075109,0.00625913769003474,0.00624304258512464,0.00629175861596757,NaN,NaN,NaN
2020-03-10,Solano County,6095,0.00117325528879698,0.00117923312391143,0.00116163680448215,0.00118494840987906,0.122067747919937,0.121592261861689,0.121585701313359,0.122760672665939,0.166773806608607,0.166697138648517,0.165538891106727,0.168052187899863,0.220711221628141,0.220666739486327,0.219898146500363,0.221752984115636,0.510726031445482,0.510135373120444,0.509227052049152,0.512727598291811,0.000348091531325834,0.00034989562147829,0.000344675991887482,0.000351631167748333,0.036426848581292,0.0362882268626907,0.0362875452364945,0.0366256077793104,0.0499012469203615,0.0498830268489322,0.0495229560078277,0.0502874558673614,0.0653858015200412,0.065378542465542,0.0651502956684579,0.0656789826774281,0.000216042507840798,0.000216714908575122,0.00021414719517437,0.000217820160237261,0.0224094858728751,0.0222776938997985,0.0222960157897955,0.0225348746572993,0.0305767807098073,0.0304981624350474,0.0303373623312635,0.0308361684797824,0.0753735368808457,0.0753411819333832,0.075076077819578,0.0756722249717905,0.128575845971369,0.128333753176804,0.128109854854691,0.128974157825389,1.29007266678327,1.29102305861254,1.2876807031185,1.2924507538108,2.38334920976285,2.38517216278918,2.37894223345723,2.3877048246968,2.24955670749104,2.25133482690259,2.24539703828937,2.25362186042189,1.83449367599039,1.83597990415824,1.8311119590051,1.83782665596009,7.75747226002755,7.76350995246254,7.74313853951539,7.77157859663043,0.519667281841057,0.520005952668574,0.518990318301389,0.520394788265036,0.950554124079637,0.951202855292412,0.949260860483638,0.951887628613161,0.891823473240114,0.892451110893618,0.890559878437811,0.893064850699339,0.751945184175884,0.752481881303176,0.750843184629387,0.752989264358831,3.11399006333669,3.11614180015778,3.10965424185222,3.11834075933283,0.0105105234005875,0.0104915402716566,0.0104666756330984,0.0105457351569933,NaN,NaN,NaN
2020-03-11,Solano County,6095,0.00158682659288165,0.00159498377822892,0.00157121126084247,0.00160286727001741,0.165702703141477,0.165064969219357,0.165048139526002,0.166643342839784,0.226840821639126,0.226747608832116,0.225145646991367,0.228599204462039,0.299959847502249,0.299914360492449,0.298859152426627,0.301354627179007,0.694090198875733,0.693321922322151,0.692141388770601,0.696799173694746,0.000438257397130213,0.000440553851795206,0.000433984185286237,0.000442681427168167,0.0460611608583168,0.0458885304849728,0.0458843071193141,0.0463097036511214,0.0632538348679454,0.0632345541357942,0.062777774033496,0.0637498879866894,0.0828081781899104,0.0828042436958912,0.0825111014596161,0.08317051087818,0.000301402342908978,0.000302348219397219,0.000298761249184025,0.000303892386325961,0.0313834561053051,0.0311997653516157,0.031228384079551,0.0315558383400595,0.0429067919717118,0.0427977674925976,0.0425717668513749,0.0432745916501523,0.105686731651706,0.105644777384436,0.105285908580573,0.106086583122447,0.180278382071632,0.179944658448047,0.179643647727457,0.180812424285182,1.61702081773958,1.61830750003941,1.61375401332254,1.62025252541561,2.98738902237955,2.98984492236191,2.98136777787604,2.99329701405818,2.82201745136726,2.82441019316381,2.81633815637079,2.82754208865523,2.30144144108599,2.30344249723226,2.29681401061124,2.30599937152079,9.72786873257238,9.7360051127974,9.70826119026289,9.74701336558282,0.650108597071735,0.650563254833309,0.649154363415754,0.65112078233439,1.19329331902061,1.19416404563976,1.19146883390199,1.19514812742584,1.12188271218355,1.12272714211416,1.12009539800993,1.12361075890219,0.945291379354097,0.946015410073758,0.943736836473949,0.946744295885905,3.91057600762999,3.91346985266098,3.90444770325907,3.91662884564116,0.0164555890388166,0.0164261924677662,0.0163897731824474,0.0165104085636992,NaN,NaN,NaN
