date,county,fips,hosp019_mean,hosp019_best,hosp019_CI95l,hosp019_CI95u,hosp2039_mean,hosp2039_best,hosp2039_CI95l,hosp2039_CI95u,hosp4059_mean,hosp4059_best,hosp4059_CI95l,hosp4059_CI95u,hosp60_mean,hosp60_best,hosp60_CI95l,hosp60_CI95u,hosptot_mean,hosptot_best,hosptot_CI95l,hosptot_CI95u,newhosp019_mean,newhosp019_best,newhosp019_CI95l,newhosp019_CI95u,newhosp2039_mean,newhosp2039_best,newhosp2039_CI95l,newhosp2039_CI95u,newhosp4059_mean,newhosp4059_best,newhosp4059_CI95l,newhosp4059_CI95u,newhosp60_mean,newhosp60_best,newhosp60_CI95l,newhosp60_CI95u,icu019_mean,icu019_best,icu019_CI95l,icu019_CI95u,icu2039_mean,icu2039_best,icu2039_CI95l,icu2039_CI95u,icu4059_mean,icu4059_best,icu4059_CI95l,icu4059_CI95u,icu60_mean,icu60_best,icu60_CI95l,icu60_CI95u,icutot_mean,icutot_best,icutot_CI95l,icutot_CI95u,newinfec019_mean,newinfec019_best,newinfec019_CI95l,newinfec019_CI95u,newinfec2039_mean,newinfec2039_best,newinfec2039_CI95l,newinfec2039_CI95u,newinfec4059_mean,newinfec4059_best,newinfec4059_CI95l,newinfec4059_CI95u,newinfec60_mean,newinfec60_best,newinfec60_CI95l,newinfec60_CI95u,newinfectot_mean,newinfectot_best,newinfectot_CI95l,newinfectot_CI95u,newcases019_mean,newcases019_best,newcases019_CI95l,newcases019_CI95u,newcases2039_mean,newcases2039_best,newcases2039_CI95l,newcases2039_CI95u,newcases4059_mean,newcases4059_best,newcases4059_CI95l,newcases4059_CI95u,newcases60_mean,newcases60_best,newcases60_CI95l,newcases60_CI95u,newcasestot_mean,newcasestot_best,newcasestot_CI95l,newcasestot_CI95u,cummort_mean,cummort_best,cummort_CI95l,cummort_CI95u,hosp_data,icu_data,cummort_data
2020-03-05,Stanislaus County,6099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN
2020-03-06,Stanislaus County,6099,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN
2020-03-07,Stanislaus County,6099,1.92600458361779e-06,0,0,1.57111313814416e-05,5.11656331506039e-06,0,0,5.21501670070911e-05,2.7114673175698e-05,0,0,0.000222163170916993,0.000118324572596482,0,0,0.000945180363806074,0.000152481813670859,0,0,0.0011928669853738,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,5.48051914524564e-09,0,0,5.56230104306533e-08,1.4289997039094e-08,0,0,1.63320388377801e-07,8.46468272763313e-08,0,0,8.1543141440312e-07,1.40031035067593e-06,0,0,1.11050446340528e-05,1.5047276941366e-06,0,0,1.19605602663947e-05,0.823973945578888,NaN,0.789018711586085,0.860178764990459,1.19185694650746,NaN,1.14140926837982,1.24446490814915,1.03988268021524,NaN,0.995947074304227,1.08586477617959,0.740718670550984,NaN,0.709459521007978,0.773437635199596,3.79643224285258,NaN,3.63583457527811,3.9639460845188,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,8.1608499050431e-08,0,0,8.77146979233184e-07,NaN,NaN,NaN
2020-03-08,Stanislaus County,6099,1.91342680895102e-05,1.63703429326421e-05,0,0.000102718840231692,5.38778517073452e-05,3.79251734842606e-05,0,0.000338723881067245,0.000270188649115247,0.000192993091017339,0,0.00144186408511373,0.00118010125242641,0.000857965016660962,0,0.00618260167747121,0.00152330202133851,0.0011052536240952,0,0.00794164004201629,5.52293857738067e-06,0,0,4.50728918395416e-05,1.46849198622041e-05,0,0,0.000149930725420734,7.78129683706781e-05,0,0,0.000638940705026927,0.000337482675237086,0,0,0.00269251493454152,7.7927099598344e-08,2.68164283616782e-08,0,7.122098512414e-07,2.12122845903495e-07,6.29566401409438e-08,0,2.0403379609279e-06,1.21167687916022e-06,3.46694105880828e-07,0,1.07562159362561e-05,2.09005752669211e-05,1.0102654396608e-05,0,0.000145932423500708,2.24023020915831e-05,1.05391215709915e-05,0,0.000159467172086119,0.833303051356073,0.872269932480357,0.73933923951054,0.882995896808947,1.20795301179136,1.26206646105969,1.08597817685192,1.27779205546943,1.05512934503645,1.10126848087122,0.955344378015604,1.1150729331972,0.751514433613832,0.784400875255352,0.6803046927852,0.79421352833169,3.84789984179772,4.02000574966662,3.46096648716326,4.07007441380727,0.0281922230356586,0,0,0.222826658239368,0.0407794781192514,0,0,0.322356910062037,0.0355797277427526,0,0,0.28126704520896,0.0255377368206593,0,0,0.201873568310541,0.130089165718322,0,0,1.02832418182091,1.72289051396742e-06,7.79453690509816e-07,0,1.26138475489236e-05,NaN,NaN,NaN
2020-03-09,Stanislaus County,6099,9.42223407061072e-05,0.000109060653736415,1.21223420174575e-05,0.000300480292940338,0.000272054931673988,0.000253424172920207,2.68085809849863e-05,0.000987799946797049,0.00134027163050476,0.00129167578093067,0.000182570427159003,0.00423102888983069,0.00587739145328235,0.00578237847839831,0.00084027936368256,0.0182565398707124,0.00758394035616721,0.0074365390859856,0.0010986648261863,0.0234417902962953,4.10717226715049e-05,4.70592704070401e-05,0,0.000145589282219807,0.000117876902577951,0.000109094100545372,0,0.000476180142539624,0.000580687019177698,0.000555309913614523,0,0.00204839680908294,0.00251074515659611,0.00245081196254953,0,0.00865429390788553,5.5380818636038e-07,3.59322273311658e-07,2.45211201170674e-08,3.07466459999188e-06,1.56592594519739e-06,8.45250991113349e-07,5.71552350378546e-08,8.8155175761649e-06,8.68210270729194e-06,4.65921755556227e-06,3.51995428523001e-07,4.6706350134773e-05,0.000155390115413461,0.000135748248309384,9.84038387084366e-06,0.000637069022278192,0.00016619195225231,0.000141612039129372,1.03382763791197e-05,0.000693009956292256,0.82075722924827,0.838696688358184,0.737767835981186,0.964703574625323,1.20393789795622,1.23366159924887,1.08296269955017,1.44104906739977,1.05839731443417,1.08575936423852,0.952279929249799,1.28012958491471,0.753754225614257,0.772749551591129,0.677950730015836,0.912630987084906,3.83684666725292,3.93086720343669,3.45096119479699,4.59851321402471,0.178789400967053,0.230894209189465,0,0.37393892082536,0.259117486751656,0.334075297817842,0,0.545952345183919,0.226307852816566,0.291511269078131,0,0.478652509535028,0.162423844801234,0.209223806508115,0,0.343425556413725,0.82663858533651,1.06570458259355,0,1.74196933195803,1.40415096808488e-05,1.12528372349032e-05,7.64353278114942e-07,6.36297033993199e-05,NaN,NaN,NaN
2020-03-10,Stanislaus County,6099,0.000267023637363652,0.000319392062117957,8.05732899934735e-05,0.000640529666229752,0.000780728179885087,0.00074549167471136,0.000149698980642457,0.00209736742064053,0.00383924597490462,0.00380897498675863,0.00121665226450236,0.00904790088339231,0.0169197484092033,0.0171672649182388,0.00565592136192698,0.0393425190915585,0.0218067462013566,0.0220411236418267,0.00737138272269876,0.0502182523008177,0.000125744379542903,0.000154739597967777,3.47727044210058e-05,0.000284152547638144,0.000367425468916358,0.000360491016786285,6.51085910482964e-05,0.000929332888490385,0.00180080897431004,0.00183962745170514,0.000524039166154979,0.00406056372214447,0.00778471079123761,0.00811637898671347,0.00240060073134807,0.0171536390810054,2.11936812444939e-06,1.56589498353141e-06,3.26812723922324e-07,8.51607459100569e-06,6.10208395022685e-06,3.6947824987292e-06,7.09622719577777e-07,2.45080977078943e-05,3.35264423821622e-05,2.03986291383828e-05,4.73369904807245e-06,0.000129834075833367,0.000610294950745697,0.000594238103165358,0.000131936141890149,0.0017755223078444,0.000652042845202536,0.000619897409786001,0.000138843600555336,0.00192719682168201,0.945341496622841,1.03314303733649,0.771089725876026,1.27564912268764,1.40910525788403,1.54391265046745,1.13484983986953,1.92440065529845,1.25063785095657,1.37152258673096,0.999374732334641,1.72183914714267,0.89199895986536,0.977446197456729,0.711669586226618,1.23114854399322,4.49708356532879,4.92602447199163,3.61698388430681,6.15303746912197,0.346046731457131,0.391738018133963,0.216828821070096,0.531076524186225,0.505329698366528,0.572196904759253,0.313687886735824,0.784102190899587,0.443148458507529,0.501756321879525,0.273716742352582,0.691891812477134,0.318037264283349,0.359975713321302,0.19647019971181,0.496743300910577,1.61256215261454,1.82566695809404,1.00070364987031,2.50381382847352,6.23212034972696e-05,5.70994547031033e-05,1.10149867658709e-05,0.000205495454036251,NaN,NaN,NaN
2020-03-11,Stanislaus County,6099,0.000568392012222875,0.000681240352584998,0.000235564047258415,0.0011497945054191,0.00167756027724611,0.00159859536908933,0.000367165948181255,0.00378134933605668,0.00826660629129051,0.00819304767399188,0.00357170411479876,0.0164878637704876,0.0366088258777536,0.0371688771748137,0.0167868209884377,0.0721339329740474,0.047121384458513,0.0476417605704799,0.0217844878663269,0.0910559812573761,0.00025249836014192,0.00030575262090799,0.000113869931189509,0.000460162026717473,0.000746435003147712,0.000717230296818698,0.000157608794435169,0.00159163405567659,0.00367088840189315,0.00367406708263109,0.00172404552726472,0.00673908113302444,0.0158568023073579,0.0162094459785522,0.00794683337780026,0.0284293395693755,5.6936348688011e-06,4.37015777586131e-06,1.41743209168719e-06,1.86232391239598e-05,1.65820241047612e-05,1.03509224310915e-05,2.7758035003402e-06,5.38000893312489e-05,9.09174386099526e-05,5.7266263824409e-05,2.07373605075729e-05,0.000284992840801893,0.00167012746601913,0.0016682121501201,0.000576342500977445,0.00390255661155567,0.00178332056360264,0.00174019949415146,0.000608262389544271,0.00423327692069754,1.23111023501298,1.38794952307138,0.899356001530663,1.73589351553373,1.85526725945225,2.09411367246865,1.34470356579804,2.63169535302637,1.65946479086926,1.87321806019604,1.19633705049594,2.36668628099792,1.18713399882027,1.33860569085521,0.854654829866049,1.69752170974672,5.93297628415475,6.69388694659129,4.2950514476907,8.43040719344727,0.506367800643458,0.561445426220302,0.358270026037741,0.730224736714385,0.747152502039297,0.829408385184194,0.523154837532844,1.08912918983684,0.659191161458628,0.731993747661029,0.458802390622237,0.967360347330261,0.473444022025255,0.52543314359589,0.329339504332185,0.695685267911305,2.38615548616664,2.64828070266142,1.66956675852501,3.48239954179279,0.000194288012373634,0.000185802043551375,5.57983870349429e-05,0.000517326088829668,NaN,NaN,NaN
2020-03-12,Stanislaus County,6099,0.00103275048109125,0.00123699338510789,0.000501859447209394,0.00187275778367127,0.00307309609837226,0.00291935817160883,0.001042815884154,0.00641974843017608,0.0151923835608186,0.0150150182953245,0.00764646489474002,0.027418519858884,0.0676098586054996,0.0685457825127446,0.0363639717480863,0.11996459785519,0.0869080887457817,0.0877171523647858,0.0469434210798864,0.151654023941877,0.000420049843310104,0.000505244827753506,0.000224339624146215,0.000684477828587686,0.0012543399263886,0.00119424779194184,0.000465303269018551,0.00246312561167161,0.00619774019182374,0.00614558307415622,0.00341896894799401,0.0103370751522814,0.0267621234983855,0.0271276252806293,0.0158884041130368,0.0431286409403463,1.23817177117327e-05,9.64434499298821e-06,3.94141408531699e-06,3.52971500041581e-05,3.6380981234693e-05,2.29414301880464e-05,7.84388908875705e-06,0.000102356104290884,0.000199588341669594,0.000127241408975976,5.82509315978405e-05,0.000542001106247676,0.0036874524037565,0.00370733036417526,0.00161648225597755,0.00749240053894308,0.00393580344437252,0.00386715754833226,0.00170869180657667,0.00805696755565561,1.66940639141808,1.91413184225035,1.1728076990701,2.38305281040601,2.53140421953779,2.90338926008003,1.7713530463337,3.62392085267731,2.27692223636024,2.60996607468826,1.58845389266056,3.26929895018509,1.63421492335872,1.87049526715393,1.13884487849786,2.35147407821147,8.11194777067483,9.29798244417258,5.67262548060741,11.6219618725965,0.699946526190421,0.780116470757643,0.499729898093463,0.999984293190318,1.04324989049296,1.16417143772789,0.738023498779743,1.50338304743868,0.926470335878185,1.03408965719201,0.651706504600144,1.34314353981958,0.666600466337822,0.743439243956854,0.46847879930478,0.968191418881582,3.33626721889939,3.72181680963439,2.35793870077813,4.81470229933016,0.000485437721995825,0.000471812094670398,0.00018125456806581,0.00111353099210144,NaN,NaN,NaN
2020-03-13,Stanislaus County,6099,0.00170720531827304,0.00204681605604776,0.000910644801042701,0.00287180558442569,0.00511791513625233,0.00485812079434787,0.00194103541962011,0.0102423192274036,0.0253924753959312,0.0250807645407635,0.014355923455932,0.0429549150214362,0.113553939470211,0.1151785308797,0.0671424847209484,0.187587513770294,0.145771535320668,0.147164232270859,0.0863968640594949,0.238929004812218,0.000639713737156056,0.000770199508590108,0.000369999588140402,0.000989446173023452,0.00192759256511401,0.00183394620250246,0.000780261474011173,0.00360561130659192,0.00956968996928385,0.00948310009558585,0.00588882917817454,0.0151509721627589,0.0413425074966905,0.0419059719137933,0.0266492242906341,0.0638138041114775,2.35298017149377e-05,1.8475490741998e-05,8.68477543322778e-06,6.09120812464761e-05,6.96637480765576e-05,4.41480140646379e-05,1.92404274857146e-05,0.000177287777535667,0.000382846517510614,0.000245550873976622,0.000145119615673393,0.000938421500212864,0.00710322583097245,0.00715744755490681,0.00359575623108817,0.0131334779361435,0.00757926589827458,0.00746562193369007,0.00379924623821041,0.0139839234744096,2.2920893657746,2.66136735586313,1.57424345257076,3.28409367460424,3.4876268657854,4.04869904133036,2.39021641886676,5.00249582890946,3.1497531265081,3.65257890128511,2.1547998830424,4.52294240629359,2.26739873083749,2.62448019148465,1.55121801646813,3.2606927136045,11.1968680889056,12.9871254899633,7.67047777094805,16.0631137502098,0.958824361453819,1.0801447008117,0.675612274007153,1.36912902907935,1.44082478675621,1.62453433389558,1.00817282467822,2.070912388338,1.28726682157742,1.45124268596839,0.896668948938169,1.85985778933846,0.928498994896301,1.04562957092978,0.646343487459875,1.34380818624029,4.61541496468375,5.20155129160544,3.22679753508342,6.6437073929961,0.00104598398188452,0.00102396224973502,0.00045942486626863,0.00214716799791039,NaN,NaN,NaN
2020-03-14,Stanislaus County,6099,0.00265906681197842,0.00319778245592916,0.00150642027884151,0.00423379823465187,0.00802551543534237,0.00763067250839435,0.00322784182868975,0.0154110942760815,0.0399641852938781,0.0395450777333823,0.0239262150606256,0.0646702004500634,0.179562616561406,0.182610906559218,0.112861889999655,0.283571821503725,0.230211384102605,0.232984439256924,0.144918741929263,0.359612689166504,0.00093165399917471,0.00112769705128908,0.000563418979329232,0.00140143755448067,0.00282948165347851,0.00270265379326062,0.00118454165164279,0.00515631737963814,0.0141105461284935,0.0140409745405043,0.0089324562920869,0.0216724502090869,0.0610284830932571,0.0621434396435894,0.0410969434500566,0.0899651854288314,4.08470854198699e-05,3.22771968854245e-05,1.6619833602589e-05,9.85523665027941e-05,0.000121760649514381,7.7479961286888e-05,3.79017592775514e-05,0.000287814902846914,0.00067070107287196,0.000432247186996367,0.000280980267530919,0.00152289863243699,0.0124885322201424,0.0126078059001752,0.00695356716234277,0.0214844964547273,0.0133218410279486,0.0131498102453439,0.00733761941854289,0.0227479667406249,3.16200159601216,3.71374010030658,2.13571082450889,4.53382021157637,4.82045278191967,5.65859710900165,3.25478297329263,6.91192908946671,4.36645751269452,5.11837760954667,2.94922431898709,6.2612472567676,3.15103031680937,3.68555934684216,2.12561157308697,4.52085131392176,15.4999422074357,18.1762741656971,10.4730363737385,22.2192821160332,1.31489393464084,1.49849253707269,0.910444708668881,1.87945549107207,1.9877215250459,2.26619761794935,1.36979018436739,2.8536272007047,1.78493681131099,2.0339612876952,1.22628839358918,2.57281660655044,1.29096635283757,1.46896961838179,0.887009881970538,1.86339392138611,6.37851862383529,7.26762106109904,4.39353316859599,9.16929321971332,0.00203108585252941,0.00199651491043687,0.000995134359967327,0.003844943749999,NaN,NaN,NaN
