,date,county,fips,hosp019_mean,hosp019_best,hosp019_CI95l,hosp019_CI95u,hosp2039_mean,hosp2039_best,hosp2039_CI95l,hosp2039_CI95u,hosp4059_mean,hosp4059_best,hosp4059_CI95l,hosp4059_CI95u,hosp60_mean,hosp60_best,hosp60_CI95l,hosp60_CI95u,hosptot_mean,hosptot_best,hosptot_CI95l,hosptot_CI95u,newhosp019_mean,newhosp019_best,newhosp019_CI95l,newhosp019_CI95u,newhosp2039_mean,newhosp2039_best,newhosp2039_CI95l,newhosp2039_CI95u,newhosp4059_mean,newhosp4059_best,newhosp4059_CI95l,newhosp4059_CI95u,newhosp60_mean,newhosp60_best,newhosp60_CI95l,newhosp60_CI95u,icu019_mean,icu019_best,icu019_CI95l,icu019_CI95u,icu2039_mean,icu2039_best,icu2039_CI95l,icu2039_CI95u,icu4059_mean,icu4059_best,icu4059_CI95l,icu4059_CI95u,icu60_mean,icu60_best,icu60_CI95l,icu60_CI95u,icutot_mean,icutot_best,icutot_CI95l,icutot_CI95u,newinfec019_mean,newinfec019_best,newinfec019_CI95l,newinfec019_CI95u,newinfec2039_mean,newinfec2039_best,newinfec2039_CI95l,newinfec2039_CI95u,newinfec4059_mean,newinfec4059_best,newinfec4059_CI95l,newinfec4059_CI95u,newinfec60_mean,newinfec60_best,newinfec60_CI95l,newinfec60_CI95u,newcases019_mean,newcases019_best,newcases019_CI95l,newcases019_CI95u,newcases2039_mean,newcases2039_best,newcases2039_CI95l,newcases2039_CI95u,newcases4059_mean,newcases4059_best,newcases4059_CI95l,newcases4059_CI95u,newcases60_mean,newcases60_best,newcases60_CI95l,newcases60_CI95u,newinfectot_mean,newinfectot_best,newinfectot_CI95l,newinfectot_CI95u,cummort_mean,cummort_best,cummort_CI95l,cummort_CI95u,hosp_data,icu_data,cummort_data
2,3/2/20,Alameda County,6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
3,3/3/20,Alameda County,6001,2.54E-05,2.24E-05,2.06E-05,3.79E-05,0.000610901,0.000515623,0.000408101,0.0009911,0.000392732,0.000351272,0.000282899,0.00062177,0.001846287,0.001626048,0.001436214,0.003313091,0.00287527,0.002515382,0.002252015,0.004974582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54E-07,3.42E-07,2.88E-07,5.24E-07,8.51E-06,7.84E-06,5.68E-06,1.35E-05,5.45E-06,5.32E-06,3.77E-06,8.54E-06,4.64E-05,4.32E-05,3.53E-05,8.09E-05,6.07E-05,5.67E-05,4.59E-05,0.000102139,1.094556911,1.079951239,0.994864137,1.198503961,2.283700791,2.252932919,2.075529871,2.500933953,2.029865449,2.00241039,1.844772698,2.223088911,1.377495485,1.358889488,1.251906648,1.508592495,6.785618637,6.694184036,6.167073354,7.431119319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62E-06,2.40E-06,2.00E-06,4.22E-06,NA,NA,NA
4,3/4/20,Alameda County,6001,0.00017603,0.000158392,0.000144303,0.0002527,0.004252002,0.003649481,0.002863503,0.006625085,0.002736683,0.002489081,0.001981582,0.004168334,0.012916996,0.011574781,0.010198164,0.022445176,0.020081711,0.017871734,0.015865173,0.03336588,7.34E-05,6.53E-05,5.99E-05,0.000108159,0.001770195,0.00150194,0.001183679,0.002829247,0.001138288,0.001023524,0.000820681,0.001775305,0.005317877,0.004711043,0.004159639,0.009434826,4.82E-06,4.71E-06,3.96E-06,6.92E-06,0.000115853,0.000108021,7.80E-05,0.0001787,7.40E-05,7.31E-05,5.15E-05,0.000112358,0.000627946,0.000591893,0.000480474,0.001065727,0.000822589,0.000777703,0.000625676,0.001347423,1.182557399,1.184460534,1.072718049,1.295564446,2.503727003,2.506166717,2.272737518,2.741954765,2.239284975,2.240876494,2.033167294,2.452114715,1.516661227,1.517851139,1.376761054,1.660876736,7.442230605,7.449354885,6.755383915,8.150294508,0.224514403,0.211955328,0.20156903,0.25274671,0.468431451,0.442169164,0.420500063,0.527489275,0.416365256,0.393000661,0.373740135,0.468913098,0.282551249,0.266700807,0.253629598,0.318194716,3.81E-05,3.52E-05,2.93E-05,5.98E-05,NA,NA,NA
5,3/5/20,Alameda County,6001,0.000535148,0.000488477,0.000440797,0.000741072,0.012976001,0.011301748,0.008811624,0.019537303,0.008366364,0.007721145,0.006090377,0.012429809,0.039619252,0.036037188,0.031660579,0.067052041,0.061496765,0.055548559,0.049144401,0.098649467,0.000252589,0.000229312,0.000207774,0.000352789,0.006116063,0.005297082,0.004127808,0.009285139,0.003940904,0.003617183,0.002859059,0.005870067,0.018379078,0.016638353,0.014657457,0.031330903,2.13E-05,2.10E-05,1.76E-05,2.97E-05,0.000512795,0.000483241,0.000347504,0.000769218,0.000326558,0.000326123,0.000228973,0.000483986,0.002761625,0.00263202,0.002123226,0.00458903,0.003622286,0.003462427,0.002772961,0.00579631,1.56108016,1.575060491,1.423160542,1.721479133,3.355651071,3.382788975,3.058979765,3.701075032,3.021118448,3.044413542,2.753942363,3.332557069,2.043064826,2.058942303,1.862466913,2.253964757,9.980914505,10.06120531,9.098603983,11.00907599,0.420930089,0.402782302,0.38092538,0.465820919,0.885769355,0.847227875,0.801368058,0.980721916,0.790198207,0.755683945,0.71481336,0.875155598,0.535657378,0.512286584,0.484557138,0.593145741,0.000193875,0.000181089,0.00015023,0.000299056,NA,NA,NA
6,3/6/20,Alameda County,6001,0.001183498,0.001093993,0.000977968,0.001591588,0.028836555,0.025442371,0.019747788,0.042190587,0.018633646,0.017417933,0.013637459,0.026996458,0.088472988,0.081527376,0.071112551,0.14644513,0.137126686,0.125481673,0.110707955,0.214253416,0.000520054,0.000480115,0.000429741,0.00069644,0.012672953,0.011165284,0.008635092,0.018461774,0.008190982,0.007646957,0.005979955,0.011829385,0.038136996,0.035145095,0.030721957,0.063024734,6.03E-05,6.01E-05,5.02E-05,8.20E-05,0.00145422,0.001383703,0.000991403,0.002128304,0.000924181,0.000932059,0.000652376,0.00134343,0.007787016,0.007496129,0.006013999,0.012699758,0.010225734,0.00987201,0.007877807,0.016056913,2.226736954,2.260232079,2.018895301,2.468103203,4.835684118,4.904555849,4.386580546,5.361838485,4.374575947,4.435239952,3.969122112,4.851804987,2.956778483,2.997789481,2.68259795,3.279891712,14.3937755,14.59781736,13.05710289,15.96163839,0.654637297,0.632780799,0.596760378,0.72542073,1.392170073,1.344809937,1.268813033,1.545020367,1.247685752,1.204901778,1.136946099,1.385582138,0.844819618,0.815897399,0.769834632,0.93792979,0.000633,0.000596241,0.000494192,0.000960696,NA,NA,NA
7,3/7/20,Alameda County,6001,0.002229704,0.002084251,0.001846594,0.002929676,0.054622892,0.048750739,0.037699579,0.077990524,0.035384448,0.033453098,0.026031167,0.050150424,0.168351292,0.156919169,0.134906065,0.273738102,0.260588336,0.241207256,0.212136547,0.39952825,0.000895593,0.00083839,0.000742114,0.001163118,0.021986854,0.019648563,0.015124342,0.031017676,0.014262631,0.013503716,0.010486286,0.020104315,0.066315565,0.062011508,0.053218712,0.10727623,0.000135166,0.000135867,0.000113207,0.000179813,0.003267296,0.00313662,0.002240761,0.00468047,0.002073371,0.002110003,0.001472908,0.002968008,0.01741031,0.016913905,0.013502369,0.027928404,0.022886143,0.022296395,0.017740091,0.035342766,3.25946597,3.329125678,2.962359721,3.634853364,7.122562522,7.270184141,6.473288187,7.945311184,6.464660299,6.596474266,5.87391941,7.213358775,4.369854505,4.458715284,3.968167567,4.877159296,21.2165433,21.65449937,19.2792064,23.67068262,0.976869717,0.952068901,0.891512455,1.08249942,2.098177911,2.043367705,1.914365931,2.327839233,1.888904667,1.838936375,1.723148647,2.096998188,1.277979328,1.244216956,1.165759176,1.418307187,0.001614289,0.001532345,0.00126786,0.002414981,NA,NA,NA
8,3/8/20,Alameda County,6001,0.00383557,0.003621449,0.003163993,0.004944495,0.094485229,0.085206109,0.065878053,0.13230273,0.06136831,0.058613155,0.045425761,0.086338197,0.292439061,0.275375124,0.234227058,0.469118045,0.452128171,0.422815837,0.369889167,0.683390403,0.00142651,0.001351009,0.001175581,0.001811092,0.03528158,0.031909561,0.024519123,0.048688924,0.022973232,0.022008792,0.017037103,0.031975542,0.106711706,0.101002086,0.085771524,0.170245542,0.000263569,0.00026703,0.000221923,0.000344249,0.006391177,0.006186712,0.004409053,0.008989359,0.004051977,0.00415837,0.002898293,0.00576593,0.033920019,0.03323335,0.02640607,0.053625183,0.044626743,0.043845462,0.034797744,0.067909128,4.81316518,4.947829876,4.337604005,5.398872471,10.55738999,10.84749059,9.512383576,11.84509994,9.604390586,9.865496793,8.654581016,10.77883278,6.49457942,6.670506691,5.855074106,7.291001798,31.46952518,32.33132395,28.35615414,35.31380699,1.444723325,1.418415652,1.312920087,1.610468625,3.128284006,3.069061594,2.841789059,3.490162075,2.8272225,2.772723048,2.567621585,3.155330567,1.912113257,1.875249003,1.736240903,2.133605678,0.003525098,0.003370479,0.002778161,0.005206523,NA,NA,NA
9,3/9/20,Alameda County,6001,0.006245933,0.005951104,0.005138057,0.00792811,0.154681833,0.140819341,0.108970092,0.213518376,0.100731296,0.09710813,0.075112586,0.140374459,0.480604696,0.456765299,0.382920262,0.76321533,0.742263758,0.700643875,0.609574348,1.110725545,0.002189742,0.002094511,0.001804221,0.002740958,0.054521178,0.049823347,0.038362836,0.074150552,0.035628553,0.034481176,0.026631486,0.04915322,0.165400899,0.158173655,0.13172109,0.261633005,0.000470289,0.00048001,0.000397162,0.000605177,0.011443266,0.011164632,0.007940291,0.015849259,0.007251801,0.007501491,0.005225742,0.010201593,0.060543421,0.059791862,0.047361328,0.094497204,0.079708777,0.078937995,0.062506076,0.119737597,7.131240055,7.378977065,6.349078267,8.044754004,15.67823666,16.21686462,13.95993276,17.69032189,14.28683585,14.77405483,12.72012793,16.12482994,9.665336555,9.99373997,8.606015707,10.91261368,46.76164912,48.36363648,41.63809147,52.77251952,2.135125305,2.110838143,1.936154461,2.38127809,4.651372483,4.595471463,4.217921514,5.194795557,4.216935224,4.164858205,3.824146811,4.711562703,2.851942877,2.816599486,2.586918143,3.185149116,0.006933909,0.00667559,0.00548117,0.010125576,NA,NA,NA
10,3/10/20,Alameda County,6001,0.009829979,0.009444729,0.008111196,0.012345911,0.244620634,0.224666601,0.174199249,0.333819707,0.159705646,0.155294842,0.119901425,0.221470364,0.762719598,0.731094195,0.601958316,1.203280998,1.176875856,1.120500367,0.968110254,1.749464574,0.003301762,0.003185803,0.002713906,0.004087718,0.082666845,0.076242663,0.058938762,0.111547889,0.054195488,0.052925389,0.04078645,0.074466026,0.251539515,0.242738065,0.197911455,0.395995221,0.000791104,0.000813191,0.000666406,0.001005184,0.019317742,0.018990172,0.013481193,0.026416563,0.012241757,0.012759674,0.008885295,0.017014592,0.101972954,0.101472779,0.080064637,0.157399009,0.134323557,0.134035817,0.105588745,0.199507304,10.58179333,11.02178113,9.280732248,12.01124586,23.29790977,24.25968449,20.44497869,26.44686103,21.25653418,22.12940523,18.66791842,24.13263801,14.38712312,14.97588909,12.65297812,16.33643364,69.5233604,72.38675994,61.04660748,78.92717854,3.159116479,3.144375226,2.858683724,3.540898608,6.911999895,6.876006759,6.254807219,7.752132675,6.281792552,6.247178617,5.685309519,7.048403322,4.249282554,4.225535574,3.845847337,4.768755575,0.012672514,0.012281643,0.010045578,0.018320097,NA,NA,NA
11,3/11/20,Alameda County,6001,0.015141559,0.014662554,0.012397381,0.018833387,0.37838369,0.350412796,0.272910114,0.512592268,0.247620531,0.242743941,0.186830836,0.34229181,1.183520013,1.143552974,0.923556375,1.859029176,1.824665793,1.751372266,1.500597014,2.70127691,0.004936108,0.004800538,0.003992169,0.006054035,0.124124224,0.115448476,0.089626012,0.167078277,0.081600609,0.080348977,0.061423554,0.111895311,0.378754695,0.368521415,0.293877393,0.594045728,0.001278618,0.001323339,0.001076279,0.001607242,0.031329885,0.031025188,0.022017773,0.042398854,0.01986027,0.020852871,0.014515805,0.027323353,0.165134532,0.165527307,0.130069125,0.252492713,0.217603305,0.218728705,0.171305097,0.31999838,15.7148972,16.47648886,13.56333652,17.97308014,34.63028237,36.30044188,29.91502332,39.60703553,31.62532123,33.14459593,27.35406579,36.17295843,21.41418835,22.43976574,18.56362318,24.49736332,103.3846891,108.3612924,89.39604881,118.2473587,4.680414143,4.689816762,4.148838011,5.274219776,10.27119713,10.28730629,9.106248319,11.57920922,9.352311839,9.364461513,8.29602723,10.54754734,6.328365826,6.335925898,5.622652947,7.141236643,0.02196133,0.021422085,0.017454061,0.031466467,NA,NA,NA
12,3/12/20,Alameda County,6001,0.023008539,0.022446988,0.018631839,0.028356527,0.576986624,0.538583448,0.419425208,0.778530047,0.378401038,0.373831761,0.28475042,0.521771433,1.809814429,1.762053015,1.403662097,2.835326955,2.78821063,2.696915212,2.289742641,4.11620485,0.00735057,0.007201645,0.005931244,0.008956277,0.185433859,0.173846468,0.134285129,0.249144919,0.122190187,0.121252589,0.091685938,0.167400646,0.567287734,0.55621772,0.439855735,0.887227627,0.002010796,0.002095088,0.00169202,0.002504645,0.049428181,0.049300428,0.035094721,0.066330392,0.031351014,0.033154365,0.023069832,0.043009015,0.260315031,0.262791695,0.205162114,0.394758043,0.343105023,0.347341576,0.27071532,0.500336702,23.34974763,24.64270272,19.77841071,26.92591447,51.48232779,54.32335774,43.64840904,59.37022428,47.04832133,49.63696074,39.94297989,54.26493594,31.86952178,33.61827319,27.11991786,36.76387318,153.7499185,162.2212944,130.4897175,177.3249479,6.941904939,7.002206414,6.098654012,7.875005608,15.26479749,15.39201103,13.41107932,17.32120985,13.91918491,14.03190361,12.23116412,15.80089231,9.422100961,9.497254056,8.283438566,10.7019445,0.036597976,0.035927385,0.02917286,0.052025542,NA,NA,NA
13,3/13/20,Alameda County,6001,0.034665635,0.03406237,0.027945195,0.042396705,0.871736376,0.819962351,0.637653077,1.17471389,0.572796653,0.570121413,0.429850771,0.789163844,2.74119752,2.688492385,2.125469441,4.285194265,4.220396184,4.112638518,3.443738052,6.221930398,0.010928081,0.010782462,0.008795043,0.013255638,0.276306918,0.261018167,0.20061677,0.37087407,0.182419974,0.182369241,0.136280775,0.249742491,0.847209602,0.836789754,0.655369737,1.323095561,0.003103573,0.003255053,0.002598336,0.003836548,0.076507469,0.076853104,0.054875393,0.101977082,0.048563362,0.05171947,0.035971377,0.066634188,0.402826356,0.409497523,0.317854091,0.606459447,0.53100076,0.541325149,0.420077451,0.76877122,34.70494377,36.8671388,28.8522399,40.3549678,76.54091193,81.29762425,63.69451787,89.00474596,69.98673389,74.32611063,58.32245307,81.39474937,47.42331292,50.35675525,39.6149372,55.16257373,228.6559025,242.8476289,190.4841481,265.9170369,10.30456591,10.46304204,8.918854555,11.79925831,22.68916537,23.03172616,19.64603358,25.9781733,20.7118114,21.02027801,17.94588305,23.71639368,14.02539002,14.23242694,12.16973948,16.06092522,0.05923923,0.058522346,0.047419765,0.083624057,NA,NA,NA
14,3/14/20,Alameda County,6001,0.051951988,0.051404102,0.041784082,0.06315881,1.309221997,1.240674731,0.95970891,1.763542775,0.861694533,0.86392539,0.644984783,1.186379148,4.125981264,4.075612915,3.192796902,6.429840292,6.348849781,6.231617138,5.174199237,9.362142868,0.016237672,0.01613146,0.013024658,0.019621069,0.411167169,0.391296594,0.299734859,0.551769479,0.271882209,0.273772331,0.202523946,0.372423085,1.263210177,1.256567615,0.974611912,1.972036956,0.00472951,0.004992878,0.003945889,0.00580552,0.116872678,0.118230467,0.08456991,0.154934601,0.074249312,0.079626719,0.055350995,0.102044129,0.615470232,0.629971876,0.485521918,0.920633006,0.811321733,0.83282194,0.643310124,1.168360373,51.59211786,55.16453782,42.09928737,60.51181771,113.7985939,121.6631538,92.95350458,133.4804677,104.0979454,111.2789327,85.15355512,122.1299577,70.5579739,75.41528176,57.85954981,82.80463257,340.046631,363.5219061,278.0658969,398.9268757,15.30510278,15.64318509,12.99192016,17.71093996,33.7281285,34.4655647,28.629758,39.0248364,30.81459824,31.48286507,26.17793994,35.65005303,20.8741023,21.32395774,17.76043769,24.14577862,0.093821266,0.093272211,0.075388533,0.131620995,NA,NA,NA
15,3/15/20,Alameda County,6001,0.07760495,0.077311545,0.062246015,0.093916417,1.958729078,1.869789046,1.43639022,2.635792329,1.291043035,1.303633634,0.96375511,1.776931662,6.18487415,6.152214173,4.76287615,9.62248087,9.512251212,9.402948398,7.733887178,14.04212074,0.024125136,0.024129106,0.019305969,0.029050307,0.611441324,0.586122696,0.446982064,0.818314694,0.404831333,0.410532672,0.300176974,0.55538287,1.88171554,1.88487553,1.434780778,2.937636248,0.007145489,0.007592675,0.005938417,0.008761859,0.176926638,0.180241974,0.128518418,0.233513669,0.112504022,0.12148751,0.083977458,0.154215849,0.932195537,0.960670727,0.727091294,1.386270241,1.228771685,1.269992886,0.976254834,1.761484997,76.70288513,82.54700644,61.43736038,90.76657827,169.1837586,182.0537045,135.6544791,200.210344,154.8127523,166.5719388,124.3168484,183.2441555,104.9604748,112.9188153,84.49502529,124.2739967,505.6598709,544.091465,405.9037132,598.4950746,22.74144905,23.39676779,18.98152893,26.59396937,50.14115495,51.5768249,41.85043873,58.62753209,45.83938071,47.14481199,38.25630429,53.59205948,31.06218762,31.94257195,25.95509861,36.3096726,0.146185064,0.146251041,0.118027138,0.203947541,NA,NA,NA
16,3/16/20,Alameda County,6001,0.115696635,0.116035876,0.092522224,0.139442333,2.923246189,2.810676715,2.148419614,3.931947465,1.929162126,1.961675628,1.430065951,2.651553899,9.246151386,9.260840945,7.030389745,14.37786831,14.21425634,14.14922916,11.52176658,20.97636122,0.035847664,0.036092652,0.028567333,0.043250483,0.908956723,0.877564794,0.668320914,1.212997519,0.602447779,0.615193266,0.445283204,0.827282075,2.801452305,2.825425775,2.111650293,4.384465046,0.010733839,0.011480007,0.00888873,0.013146249,0.266190772,0.273083172,0.193525007,0.34942294,0.169419764,0.184207679,0.126563336,0.232046423,1.403528595,1.456206671,1.089080354,2.075980927,1.849872969,1.924977529,1.465449663,2.641362412,114.0328986,123.5135835,89.66272195,136.135038,251.489984,272.3695847,197.9551551,300.2346761,230.1864582,249.2735252,181.4396569,274.85988,156.1012477,169.025311,123.3275478,186.4543887,751.8105884,814.1820044,592.3903845,897.6839828,33.79953533,35.00128941,27.74074184,39.91562487,74.54209382,77.18101293,61.1819435,88.02925142,68.18081022,70.58532807,55.9567637,80.5223508,46.21520794,47.83893866,37.93227279,54.58445641,0.225006446,0.226542267,0.182749248,0.312299864,NA,NA,NA
17,3/17/20,Alameda County,6001,0.172282035,0.17393901,0.137214394,0.207366753,4.355785488,4.217968244,3.219636205,5.841885812,2.877585306,2.946404579,2.138717509,3.956179914,13.79783726,13.914054,10.35686826,21.48666462,21.20349009,21.25236583,16.9974559,31.20041752,0.053273586,0.053992273,0.042206705,0.064544198,1.350974874,1.313567269,0.999014066,1.797841044,0.896192176,0.921459794,0.663201951,1.232615578,4.169107649,4.23331616,3.100527939,6.532983421,0.016063403,0.017292113,0.013221971,0.019651048,0.398819643,0.412014638,0.290134792,0.521597288,0.254056515,0.278125197,0.189521724,0.347598331,2.104635074,2.19835532,1.613267637,3.097913714,2.773574635,2.905787269,2.184854275,3.94639663,169.4835462,184.7417382,130.6664847,204.156297,373.6908995,407.2879519,288.4129888,450.1204727,342.1000599,372.8219021,264.4044711,412.1547351,232.0491262,252.8605019,179.7576617,279.6657499,1117.323632,1217.712094,863.2416065,1346.097255,50.24096015,52.36627374,40.54915689,59.78465337,110.8112352,115.4839229,89.44225427,131.8546969,101.3938331,105.6572851,81.83670927,120.6554518,68.74696464,71.62891773,55.49078824,81.81266496,0.343178348,0.347735574,0.280129865,0.47385972,NA,NA,NA
18,3/18/20,Alameda County,6001,0.252244979,0.256379146,0.200132865,0.304037105,6.380392492,6.222220974,4.743608285,8.514268623,4.214009538,4.344647631,3.13163292,5.789047845,20.19167928,20.50482138,14.99110164,31.4355207,31.03832629,31.32806914,24.69720719,45.55909305,0.079178215,0.080773194,0.062308999,0.096290861,2.007633864,1.965761917,1.493017869,2.664295917,1.332765031,1.37969217,0.977017611,1.836012353,6.202498579,6.340335797,4.550766352,9.710514032,0.023924556,0.025921326,0.019357569,0.029185857,0.594453495,0.61838287,0.432288052,0.775690907,0.378897442,0.417602525,0.280733791,0.517830255,3.138161499,3.299847171,2.364389256,4.602373401,4.135436992,4.361753892,3.231156538,5.880365491,46.49069617,46.75372198,36.96847091,57.32853023,106.0256307,105.6562585,84.47250238,134.0383173,73.21414124,68.50335336,54.78595966,99.2116282,24.58476812,22.68307876,21.36851319,29.56344794,250.3152363,243.5964126,215.2021148,305.3631145,74.67546663,78.33665056,59.26883276,89.53526707,164.692344,172.7461962,130.7311192,197.4480996,150.7399691,158.0949142,119.6518221,180.7287239,102.2305614,107.2063202,81.15131518,122.5790401,0.51935664,0.529635827,0.422227847,0.714328362,NA,NA,NA
19,3/19/20,Alameda County,6001,0.348294198,0.356376437,0.276211963,0.42051602,8.81613646,8.655536655,6.594829063,11.65071804,5.79717281,6.016818191,4.31383906,7.935576874,27.63821226,28.27823468,20.43183559,42.54654213,42.59981572,43.30696596,34.00044821,61.94830056,0.105131449,0.108123739,0.082737999,0.127306312,2.668303912,2.63345075,1.998441955,3.480972047,1.758647974,1.835393461,1.284343233,2.390674894,8.09472956,8.358323834,5.938501593,12.3845744,0.034886574,0.038028125,0.027910218,0.042318137,0.867130007,0.907846522,0.630818606,1.128337198,0.551895283,0.61210784,0.406360092,0.754213123,4.559300295,4.825246717,3.400457343,6.662844387,6.013212159,6.383229204,4.675014378,8.522898506,54.1683271,54.88935688,42.67488402,66.9435547,123.5916269,124.0816661,97.91569609,155.7471593,83.71771444,78.51453016,61.10062179,114.648792,25.99546018,23.87348067,22.37704047,32.08165681,287.4731287,281.3590338,246.6097372,351.7915004,68.87583008,72.12290744,55.08214835,82.87163873,152.675282,159.5664632,121.4111152,181.8774152,134.8280608,140.5156475,108.2111832,162.9870921,86.31474903,90.62974139,69.82125076,102.958011,0.775345271,0.795645202,0.630464493,1.062467933,NA,NA,NA
20,3/20/20,Alameda County,6001,0.453177189,0.466615975,0.36031487,0.541585571,11.482397,11.34161341,8.643490301,14.99756498,7.487663817,7.817698823,5.562371397,10.08011283,35.34673435,36.43598473,26.15867682,53.34812905,54.76997235,56.06191294,44.01516505,77.99191292,0.123100259,0.127660404,0.097573863,0.147728575,3.131690974,3.113885707,2.36476654,4.01515218,2.029728575,2.134658096,1.495663321,2.699404514,9.104483074,9.514389706,6.764887065,13.29856969,0.048998448,0.053697087,0.039108792,0.059311119,1.217870264,1.282148391,0.889193984,1.580231025,0.771441522,0.860272132,0.565927888,1.055929488,6.330909096,6.740668069,4.692215923,9.188127461,8.36921933,8.93678568,6.472877661,11.77793056,59.02315129,60.20677461,46.2016611,72.97973759,134.5394376,135.9823777,106.2290842,168.4229631,89.91523992,84.61031991,64.29803528,124.0553477,26.51247214,24.31064806,22.39723309,33.46387472,309.9903009,305.1101203,265.2449979,380.358354,65.84169288,68.72663278,52.82139906,79.83812414,146.7274582,152.5906161,118.7366876,176.8839251,124.335661,128.3518491,100.5651246,152.7149973,73.95375337,77.53913321,61.23611412,87.86148994,1.13099,1.167401734,0.915067027,1.546187982,NA,NA,NA
21,3/21/20,Alameda County,6001,0.56231308,0.582291041,0.448653221,0.672121017,14.26431348,14.16425905,10.80494276,18.43056986,9.196936081,9.650670519,6.849161895,12.17277032,42.80193565,44.43111764,31.81892636,63.02404748,66.82549829,68.82833825,54.07613775,93.02224125,0.136064956,0.14211452,0.108695649,0.162063416,3.471493669,3.472724735,2.642577022,4.389267131,2.200955278,2.328276474,1.645800524,2.873623738,9.528102795,10.07066202,7.206491774,13.26667814,0.066005939,0.072665893,0.052549028,0.079930435,1.640157421,1.734716084,1.204379676,2.1223951,1.030617964,1.154451953,0.758391039,1.413537179,8.366639584,8.957129783,6.183999208,12.02334684,11.10342091,11.91896371,8.611080088,15.46426615,62.15494479,63.74030899,48.4237776,77.008377,141.4425585,143.73663,111.6564135,175.9446548,93.47377474,88.22284478,65.62549353,129.7152382,26.50723947,24.29705794,22.04585411,34.02579801,323.5785175,319.9968417,276.3934735,397.8567188,64.42596514,67.04120094,51.8111541,78.68918147,144.2423187,149.3200528,118.550088,176.1036485,117.2679411,119.772402,95.61245766,146.7810647,64.23466417,67.10292555,54.62435929,76.33280595,1.601461779,1.661789803,1.296671977,2.179201487,NA,NA,NA
22,3/22/20,Alameda County,6001,0.672766725,0.700204951,0.538461064,0.802763706,17.08713738,17.04561622,13.022304,21.90796094,10.86944724,11.45231328,8.14866625,14.22708817,49.68356141,51.90395773,37.18139745,71.33191866,78.31291275,81.10209217,63.91948769,106.7184807,0.145826674,0.153203486,0.117399019,0.174405839,3.731551425,3.750841239,2.853835822,4.634040026,2.307391197,2.450314576,1.761778661,2.934186962,9.569895124,10.21647164,7.386802339,12.79830706,0.085513475,0.094503244,0.067912004,0.104309777,2.123976316,2.254968505,1.568116883,2.743282005,1.320356165,1.48428107,0.97584374,1.806062407,10.56347512,11.36470522,7.807487078,14.99546767,14.09332107,15.19845804,10.96553086,19.40663483,64.23749368,66.14404649,49.87110838,79.85776073,145.8810153,148.8571971,115.0716146,180.5206638,95.44065548,90.27717455,66.03501981,133.1131082,26.22399947,24.0316378,21.68729151,33.957633,331.783164,329.3100559,283.4313759,408.7037917,63.9430246,66.38039301,51.45674023,78.90253568,143.6786845,148.2135004,118.4508402,177.2263666,112.3813374,113.5865172,92.16732169,143.2821345,56.50823492,58.71194939,49.34491238,67.48207577,2.196332318,2.289806019,1.772870589,2.962389703,NA,NA,NA
23,3/23/20,Alameda County,6001,0.78263012,0.818205785,0.628560277,0.934889192,19.90103903,19.93257925,15.25614056,25.33923207,12.47123868,13.18201807,9.437127261,16.15894279,55.80883485,58.63331631,42.10288961,78.23743274,88.96374267,92.56611942,73.30972366,118.7195331,0.153481771,0.16201266,0.124434399,0.183938561,3.938180414,3.973791027,3.007766806,4.849414795,2.371580197,2.52376968,1.852200689,2.988863332,9.370595876,10.08828445,7.392526828,12.0797516,0.10707617,0.118713375,0.084900038,0.130145803,2.658089766,2.830823462,1.972687261,3.424721941,1.631235408,1.838778187,1.210961657,2.227179168,12.8205254,13.85307372,9.49428856,17.95080331,17.21692674,18.64138875,13.45283349,23.40714802,65.67574252,67.82786172,50.76280908,81.84624783,148.8083725,152.2984534,117.2791418,183.5810293,96.45568336,91.36213022,65.96631741,135.1495829,25.80789063,23.63779935,21.257427,33.67340314,336.747689,335.1262447,287.8218451,415.4434351,63.98631855,66.32117613,51.03298508,79.61563859,144.1368686,148.3291968,118.5071598,177.9951653,108.9021488,109.0186018,88.70701583,141.1998789,50.30859586,51.91552923,44.62127307,60.51641983,2.919678444,3.056533589,2.357288942,3.900186636,NA,NA,NA
