"","date","county","fips","hosptot_mean","hosptot_CI95l","hosptot_CI95u","icutot_mean","icutot_CI95l","icutot_CI95u","cummort_mean","cummort_CI95l","cummort_CI95u"
"18","2020-03-18","Alameda County",6001,31.2186376771525,24.8712516719538,43.7824455448609,4.10266124416965,3.19206106253053,5.62879139718793,0.481399265352286,0.334674353843043,0.654496076129043
"19","2020-03-19","Alameda County",6001,42.8565909367278,34.233218051442,59.4310736241528,5.97688367999229,4.64055660361085,8.18912761539195,0.719630032858094,0.521140027003839,0.969969459416703
"20","2020-03-20","Alameda County",6001,55.0671812905574,44.1584095148923,75.1479220641653,8.33180297421423,6.46686707440934,11.4230722755647,1.05106326880665,0.778685953686212,1.4123350265884
"21","2020-03-21","Alameda County",6001,67.1284386516109,54.0538293620909,89.9803111873238,11.0686779863405,8.60341616355791,15.0272129945337,1.49007381307429,1.11854267448646,1.99744661250072
"22","2020-03-22","Alameda County",6001,78.5981111607168,63.6927696050075,103.497851965706,14.0667095473506,10.9653146762861,18.8734292025845,2.04589365002512,1.54657436085702,2.73966240063026
"23","2020-03-23","Alameda County",6001,89.2212595435056,72.8534561855043,115.409080743377,17.2057087752622,13.4666381007847,22.7860138933625,2.7227109303389,2.06381379186459,3.63991400493533
"24","2020-03-24","Alameda County",6001,98.8682377364145,81.3442535351202,125.699029996609,20.3780286449039,16.0290741586588,26.6186789656315,3.52026140515531,2.67722746988947,4.68832416850793
"25","2020-03-25","Alameda County",6001,107.492630254182,89.020275645579,135.105161630111,23.4939114843314,18.5754140429175,30.2590734676984,4.43463346138035,3.38563951736957,5.87448652782833
"26","2020-03-26","Alameda County",6001,115.102472158028,95.894920351623,142.477642390965,26.4829149991132,21.0490292311114,33.7536077232792,5.4591208081076,4.18582113815819,7.18467961223256
"27","2020-03-27","Alameda County",6001,121.740429622738,102.021534421571,148.28106500793,29.2931129593278,23.414535636578,37.0802916419149,6.58502921724801,5.07301341051067,8.60320372603707
