date,county,fips,hosptot_mean,hosptot_CI95l,hosptot_CI95u,icutot_mean,icutot_CI95l,icutot_CI95u,cummort_mean,cummort_CI95l,cummort_CI95u
2020-02-16,Alameda County,6001,0,0,0,0,0,0,0,0,0
2020-02-17,Alameda County,6001,0.00313847839117012,0,0.00381112917898413,0.000126949737132419,0,0.000151629186939267,4.63029781951248e-06,0,8.51927381370431e-06
2020-02-18,Alameda County,6001,0.0133182789368124,0,0.0227134814548045,0.00102523831969599,0,0.00175125499353537,5.86717826402324e-05,0,0.000106763277399967
2020-02-19,Alameda County,6001,0.0347418287378969,0,0.05963029531544,0.00372381957820774,0,0.00656901301380038,0.000267716258908414,0,0.000474709480796096
2020-02-20,Alameda County,6001,0.072033921812499,0.00379139139307647,0.113586899862099,0.00949438565024746,0.000152812191322545,0.0157544707992629,0.000800912968545755,8.88948093206963e-06,0.00135530470028608
2020-02-21,Alameda County,6001,0.125302695391107,0.0229864365802782,0.18335232674524,0.019252372779079,0.00177727591861114,0.0298516319898247,0.00188296007663741,0.00011196336244592,0.00302071697513804
2020-02-22,Alameda County,6001,0.194220255989649,0.0608598756825322,0.268469351360054,0.0336218354360023,0.00670634499108687,0.0491187782135287,0.00377357500419782,0.000499814406561319,0.00575392776164966
2020-02-23,Alameda County,6001,0.278708740013999,0.116729978073725,0.369430542663465,0.052952228789913,0.0161766482999593,0.0737140266525913,0.00675159658841287,0.00143310364842987,0.00984423687757096
2020-02-24,Alameda County,6001,0.37947539510073,0.189686272980607,0.487674517203683,0.0774998550379603,0.0308334966573646,0.103856316445345,0.0111096467721191,0.00320813650014533,0.0155919724551957
2020-02-25,Alameda County,6001,0.498115664953211,0.279650814206648,0.625525134185758,0.10757712801881,0.051006420445041,0.13980150669087,0.0171574279629562,0.00614017481410695,0.0233278444310637
2020-02-26,Alameda County,6001,0.637115359159019,0.387607385193016,0.786171974031777,0.143651259141276,0.0769573325967933,0.182222840568932,0.0252306662026848,0.0105655369231692,0.0334052245614072
2020-02-27,Alameda County,6001,0.79985658594948,0.515609677101216,0.973693775808755,0.186406157591426,0.109063098795909,0.232072795382578,0.0357035372338255,0.0168338302912474,0.0462294478682012
2020-02-28,Alameda County,6001,0.990657999389898,0.666765689008792,1.19312553441159,0.23678412246683,0.147928845600833,0.29048968860773,0.0490033948290536,0.0253304926715116,0.0622698190722043
2020-02-29,Alameda County,6001,1.21485703389501,0.845257998026095,1.45064649193081,0.296019994475121,0.194297011308873,0.359023339505836,0.0656273656251699,0.0364900735800308,0.0820769711863712
2020-03-01,Alameda County,6001,1.47893596001864,1.05641574352589,1.75456011897906,0.365676297106678,0.249386339200726,0.439426888110032,0.0861608715722149,0.0508148647609498,0.106285364041993
2020-03-02,Alameda County,6001,1.79069328418029,1.30684191210951,2.11300870246131,0.44768494450475,0.31501725531566,0.533923881787805,0.111298461968699,0.0688959836369245,0.135650017404045
2020-03-03,Alameda County,6001,2.15946342049426,1.60459765459765,2.53719232138907,0.544399318582739,0.393181506442958,0.64519388469176,0.141867552596959,0.0914371928961431,0.171096836794146
2020-03-04,Alameda County,6001,2.59638947954569,1.96203381191695,3.03801181297394,0.658659620879093,0.485810901097945,0.776445694834099,0.178855831978429,0.119282094536989,0.213789416870889
2020-03-05,Alameda County,6001,3.11475611642609,2.3916128579026,3.62870993972355,0.793874104456527,0.595907706292353,0.931507544579744,0.223443239510504,0.153445594434132,0.265031172309136
2020-03-06,Alameda County,6001,3.73039161828877,2.90612743451464,4.32902460195951,0.954118888751139,0.727231337665651,1.11493691871546,0.277039570496506,0.195152990369212,0.326350256182432
2020-03-07,Alameda County,6001,4.46215084417514,3.52250534219875,5.16276922611811,1.14425943129728,0.88413605845536,1.33215313226505,0.341328934637384,0.246050224232991,0.399602009198425
2020-03-08,Alameda County,6001,5.33249334194772,4.26269621926889,6.15397212872843,1.37009730527728,1.07187231028799,1.59056388569062,0.418322499053569,0.307624243545992,0.486994852300333
2020-03-09,Alameda County,6001,6.36817405630739,5.14784909907771,7.3312802988893,1.6385466789577,1.29676101394183,1.89729703890168,0.510421194061994,0.382437708721784,0.591200812676182
2020-03-10,Alameda County,6001,7.60106761440531,6.20944891978414,8.73005318733462,1.95784580549309,1.566405345137,2.26152334870812,0.62049035902981,0.472942005039296,0.715837911475499
2020-03-11,Alameda County,6001,9.06915134808803,7.48243823332456,10.3923244127708,2.33780991970372,1.88994703336182,2.69532824293813,0.751948666523654,0.58230466678664,0.864738235253457
2020-03-12,Alameda County,6001,10.817677114189,9.00518812625398,12.3715544379401,2.79013322509014,2.27837573859899,3.21131866544374,0.90887409682964,0.713774625068371,1.04231311990018
2020-03-13,Alameda County,6001,12.900567752997,10.8239871822356,14.7358476714405,3.32874917219466,2.74490186544313,3.82176782030995,1.09613025475439,0.872172371033985,1.25388060681567
2020-03-14,Alameda County,6001,15.3820808466833,12.9738181556253,17.5494662719128,3.97026001974717,3.3054053253455,4.54467811192421,1.31951694180208,1.0630055576336,1.50558871857189
2020-03-15,Alameda County,6001,18.3387904940546,15.455767484928,20.8980166976882,4.73444878244263,3.96701921873842,5.40334519911557,1.58594963754848,1.29283563640449,1.80398301346504
2020-03-16,Alameda County,6001,21.8619473218531,18.5267039931922,24.8833712125449,5.64488916180677,4.74835157553923,6.42335557022964,1.90367342579328,1.56933829701166,2.15893660685746
2020-03-17,Alameda County,6001,26.0602881509485,22.2835981260133,29.610244666704,6.72967199651647,5.70248339326122,7.63676120619724,2.28251794916763,1.90148302740744,2.58120646956256
2020-03-18,Alameda County,6001,30.9280412940738,26.5001731813543,35.1031259649523,8.01685123461279,6.83617770453314,9.06932975943039,2.73387319976814,2.30072035160494,3.08382515455243
2020-03-19,Alameda County,6001,36.0300466479592,30.9325107028451,40.860831600943,9.48849767692427,8.12955300254597,10.7109484143064,3.26789186568095,2.77631858242952,3.67842874487902
2020-03-20,Alameda County,6001,41.0105423170501,35.2850286821745,46.4878074255964,11.0744275587935,9.51769401965921,12.479742032213,3.89035983603005,3.33242528759243,4.37271735531721
2020-03-21,Alameda County,6001,45.6676124189452,39.3727873087596,51.7414165858407,12.6938017363035,10.9303056480084,14.2824193413037,4.60212803543756,3.96399487436196,5.16287813253584
2020-03-22,Alameda County,6001,49.8980642996463,43.1115377724662,56.4057883692467,14.2764224361376,12.3280076480266,16.0405857087845,5.39984342378467,4.68554477180837,6.05053819646536
2020-03-23,Alameda County,6001,53.6620394146937,46.4499296105415,60.5269030086342,15.7699329860576,13.6459582986057,17.6952522941136,6.27710375857579,5.47068122835234,7.02663428243516
2020-03-24,Alameda County,6001,56.9594763435704,49.5357930080197,64.1819503030206,17.1402283753134,14.852813424299,19.2089550061567,7.225615499243,6.32174167279383,8.08183047908231
2020-03-25,Alameda County,6001,59.8142365858346,52.1254298248594,67.259809078879,18.3689330269322,15.9294134936808,20.5612096282661,8.23617586960918,7.22878608525387,9.20438871697337
2020-03-26,Alameda County,6001,62.2634160122522,54.2826138262397,69.8673686402818,19.4499391011466,16.8759440828739,21.7454564425452,9.29942510050474,8.19763540871901,10.3834428058539
2020-03-27,Alameda County,6001,64.3502458682708,56.32627353421,72.0787980127099,20.3859819016603,17.6914083940894,22.7650362742635,10.4063757135125,9.19360885313521,11.6085608295966
2020-03-28,Alameda County,6001,66.1194954128275,57.9884533443994,73.9277028645144,21.1856775280632,18.3776697443163,23.6343359307701,11.548751644166,10.2187764778504,12.8701409838713
2020-03-29,Alameda County,6001,67.6146118389725,59.340644920021,75.464393304972,21.8611568124665,18.9582279082573,24.3688019340092,12.7191775595973,11.2658075496222,14.1596345187547
2020-03-30,Alameda County,6001,68.8760536892796,60.5000384102346,76.7354701999848,22.4262845212295,19.4473712381246,25.0111295333469,13.9112572099957,12.3354436970143,15.4696395669422
2020-03-31,Alameda County,6001,69.9404302738866,61.4988129363799,77.7829171334292,22.8953886697457,19.8580250720704,25.5439647758032,15.11957422293,13.4172959435586,16.7939040070051
2020-04-01,Alameda County,6001,70.8401723429392,62.3651045882904,78.6437867094301,23.2824041459881,20.2024813302439,25.9633557419068,16.3396421631589,14.5109319400878,18.1272683089127
2020-04-02,Alameda County,6001,71.6035410186193,63.1231359095974,79.350260899159,23.6003362173251,20.4919970423556,26.2702037336334,17.5678243202531,15.6141361964915,19.4655721868287
2020-04-03,Alameda County,6001,72.2548411616274,63.7934995358129,79.9299337426502,23.8609608199293,20.7365951998204,26.5267542914113,18.8012381604709,16.7246010398702,20.8055426001113
2020-04-04,Alameda County,6001,72.8147479188477,64.3935185580424,80.4062137698123,24.0746932098107,20.9450043271829,26.7347249162224,20.0376548765344,17.8405654434545,22.1446754614308
2020-04-05,Alameda County,6001,73.300685570409,64.9376335956429,80.798778279903,24.2505711947307,21.1246883551992,26.8706537920892,21.2754009643229,18.9607272651346,23.4811193364704
2020-04-06,Alameda County,6001,73.7272192353855,65.437785467996,81.1240360088526,24.396312197651,21.2819312439049,26.9777761694096,22.5132661278232,20.0841627400003,24.8173197691975
2020-04-07,Alameda County,6001,74.1064349418631,65.9037752159685,81.3686924750922,24.5184142639084,21.4219511225087,27.0575758487828,23.7504199097978,21.2103257773881,26.1491077326951
2020-04-08,Alameda County,6001,74.4482938275982,66.3435918155884,81.5669526436428,24.6222797824203,21.5490266673221,27.1162020023593,24.9863381137815,22.3397430816079,27.475834665193
2020-04-09,Alameda County,6001,74.760953147197,66.7613369784932,81.7321374372578,24.7123473623381,21.6666243780764,27.1588559796303,26.2207391881616,23.4705891806374,28.797240003181
2020-04-10,Alameda County,6001,75.0510512995559,67.1602840104836,81.8719642274679,24.7922223019819,21.7775197229835,27.1959646520658,27.453530172474,24.6028756853679,30.1132809498012
2020-04-11,Alameda County,6001,75.3239569676029,67.5487031644229,81.9926492065759,24.8647997305037,21.8839081645346,27.2257648991295,28.6847614693881,25.736729352701,31.4240791749573
2020-04-12,Alameda County,6001,75.5839841954531,67.9299325642737,82.099162358169,24.9323770909987,21.9875041608872,27.2494087719156,29.9145895332196,26.8733373577355,32.7298768289067
2020-04-13,Alameda County,6001,75.8345761840575,68.3065976185326,82.195445616336,24.9967544196939,22.0889742766779,27.2747558746301,31.1432465044012,28.0128380085085,34.0310007512701
2020-04-14,Alameda County,6001,76.0784610263296,68.6807448618229,82.2845978949327,25.0593220657125,22.19478740071,27.30066825289,32.3710158302824,29.1550976867437,35.3278337601187
2020-04-15,Alameda County,6001,76.3177827097349,69.0539533345903,82.3690308369006,25.1211362525755,22.2971660486045,27.3237446048219,33.5982129678883,30.3003866609561,36.6207919632429
2020-04-16,Alameda County,6001,76.5542106153835,69.4274266996394,82.4505990486795,25.1829833313651,22.3959238211077,27.3386606630597,34.8251703442012,31.4478128544682,37.9129695563154
2020-04-17,Alameda County,6001,76.7890305244755,69.8020690001677,82.5307083503831,25.2454338107036,22.4998323264455,27.3586852216693,36.0522258406582,32.5957101914272,39.2027011481415
2020-04-18,Alameda County,6001,77.0232198636087,70.1785466392164,82.6167046370946,25.3088873400861,22.605173727076,27.3830726917486,37.2797141620348,33.7473892624017,40.4899017152747
2020-04-19,Alameda County,6001,77.2575096179883,70.557338834267,82.7242966030495,25.3736098211908,22.7121020120642,27.4007838615433,38.5079605400921,34.9031310934497,41.7749676851944
2020-04-20,Alameda County,6001,77.4924350399763,70.9378191148576,82.8331672661425,25.439763762525,22.8184496748295,27.4188459738461,39.737276306051,36.063203457741,43.0582765952279
2020-04-21,Alameda County,6001,77.7283769941144,71.3099837110242,82.9436839676693,25.5074329011743,22.9243322645931,27.4380416929324,40.9679559414097,37.2278590149463,44.3401837792276
2020-04-22,Alameda County,6001,77.965595516656,71.6845730058271,83.0560711720324,25.5766420085402,23.0319026451873,27.4584171041381,42.2002752832329,38.3973343112052,45.6210204146214
2020-04-23,Alameda County,6001,78.204256931388,72.0616880294097,83.1704437687017,25.647372685958,23.1411185740075,27.479969085181,43.434490617869,39.5718494278187,46.9010926148266
2020-04-24,Alameda County,6001,78.4444556549922,72.441378353785,83.2868338311196,25.719575848078,23.2596729602336,27.5026593038591,44.6708384465647,40.7516081087243,48.180681310352
2020-04-25,Alameda County,6001,78.686231643549,72.8195257731046,83.4052119907182,25.7931814910286,23.3807284409942,27.5354373937957,45.909535748357,41.9367982317298,49.4602186421719
2020-04-26,Alameda County,6001,78.9295842752252,73.1860466946645,83.5255043986056,25.8681062508702,23.497487456978,27.5701391990889,47.1507806007443,43.127592517301,50.7479172788213
2020-04-27,Alameda County,6001,79.1744833303895,73.5626211135867,83.6727746249081,25.9442591765754,23.6157682282183,27.6058605975569,48.3947530477943,44.3241493922907,52.0358938485485
2020-04-28,Alameda County,6001,79.4208776168787,73.9877426944506,83.8400457764166,26.0215460707675,23.7284028145704,27.6432674692048,49.6416161293681,45.5266139451423,53.3087644349412
2020-04-29,Alameda County,6001,79.6687016923836,74.3987527546565,84.0170016486465,26.0998726902245,23.8351378591286,27.7059732832048,50.8915170047545,46.733863622168,54.5802135351777
2020-04-30,Alameda County,6001,79.9178810555883,74.7676134644061,84.194097202085,26.1791470459434,23.9445415129313,27.7627913028945,52.1445881199191,47.9459935931097,55.8523055079294
2020-05-01,Alameda County,6001,80.1683361105931,75.1279383756657,84.3250961934556,26.259280998427,24.0620802046724,27.803985159054,53.4009483803689,49.164205479039,57.1345319415302
2020-05-02,Alameda County,6001,80.4199851533272,75.4902009896734,84.492918501966,26.3401913068614,24.1811050800366,27.8638812110518,54.6607043018417,50.3872901283005,58.424070904451
2020-05-03,Alameda County,6001,80.6727465823947,75.8445104252917,84.6792690957445,26.4218002600483,24.3010750066966,27.941477178469,55.9239511191154,51.6141311414841,59.7205607620365
2020-05-04,Alameda County,6001,80.9265404985724,76.2481506431161,84.8967261418338,26.5040359914769,24.421926764329,28.0233119398968,57.1907738395568,52.8472741572926,61.0189257422639
2020-05-05,Alameda County,6001,81.1812898257135,76.6471408377877,85.0467827768754,26.5868325599685,24.5436029045285,28.0991036304345,58.4612482329474,54.0868016486322,62.3239189159731
2020-05-06,Alameda County,6001,81.4369210599692,77.0257654164455,85.1997943001771,26.6701298601915,24.6608050224651,28.152681386672,59.7354417528804,55.3327893603224,63.6167070532179
2020-05-07,Alameda County,6001,81.6933647330965,77.3933250802029,85.3615821683083,26.7538734134113,24.7589701424991,28.2065364219297,61.0134143878621,56.5853070344127,64.905075058901
2020-05-08,Alameda County,6001,81.9505556583574,77.7778511046392,85.5604849687367,26.8380140775672,24.881516349454,28.2606129497006,62.2952194423508,57.8379375377815,66.1948544374312
2020-05-09,Alameda County,6001,82.208433013471,78.1765334669097,85.7448177573873,26.9225077066995,25.0174751147118,28.3148608841895,63.5809042494852,59.0963631288132,67.4860920455332
2020-05-10,Alameda County,6001,82.4669403036823,78.6122029855715,85.9802695769022,27.0073147824992,25.1344573608068,28.3692354382159,64.8705108183126,60.3612649477539,68.7788279957149
2020-05-11,Alameda County,6001,82.7260252387924,79.0311819483117,86.1845906767743,27.0924000349826,25.2412196353824,28.423696703593,66.1640764190312,61.6326949077335,70.0730963995243
2020-05-12,Alameda County,6001,82.9856395505711,79.3649830920525,86.3734387795396,27.1777320647394,25.3392078155714,28.4803400270975,67.46163411019,62.9107013984967,71.3689260379604
2020-05-13,Alameda County,6001,83.2457387709939,79.7100830220734,86.5858425006048,27.2632829756326,25.4296401604589,28.5437960936314,68.7632132120097,64.2015629606728,72.6663409642001
2020-05-14,Alameda County,6001,83.5062819869782,80.0980911347736,86.7919567730472,27.3490280240457,25.5166175000162,28.6184576409468,70.0688397300555,65.5014308840978,73.9690251656526
2020-05-15,Alameda County,6001,83.7672315834828,80.4458941975285,87.0115094279053,27.4349452886387,25.6037324299602,28.6900414897095,71.3785367334401,66.8083781615842,75.2748207449955
2020-05-16,Alameda County,6001,84.0285529838166,80.7869241075232,87.287914152372,27.5210153629419,25.6909717760783,28.7682158803474,72.6923246916066,68.1224460868256,76.5823024110465
2020-05-17,Alameda County,6001,84.2902143936255,81.0971302396321,87.5802758916829,27.6072210718917,25.7783238351148,28.8676665208951,74.0102217735558,69.4436740872245,77.8914785911512
2020-05-18,Alameda County,6001,84.5521865531547,81.3940343742513,87.8665382996156,27.6935472125129,25.8657781920333,28.9748265561025,75.3322441131579,70.7720999451474,79.2023553433294
2020-05-19,Alameda County,6001,84.814442500938,81.6913627179279,88.1074210505352,27.7799803182978,25.9533255554367,29.0848206940898,76.6584060439463,72.1077599923871,80.5149366387963
2020-05-20,Alameda County,6001,85.0769573509386,81.9690517125187,88.3482437122444,27.8665084463786,26.0409576102111,29.194998392933,77.9887203065374,73.4506892807568,81.8292246117348
2020-05-21,Alameda County,6001,85.3397080843148,82.2834253559282,88.5889757752526,27.9531209862868,26.1317829931333,29.305349956803,79.3231982315687,74.8009217314787,83.1452197797772
2020-05-22,Alameda County,6001,85.6026733563377,82.6252904097715,88.8295891558963,28.0398084889042,26.223674669998,29.4184622289078,80.661849900795,76.1584902657706,84.4678546826276
2020-05-23,Alameda County,6001,85.865833318509,82.935659914958,89.0713222945106,28.1265625141118,26.315662934225,29.5421264408151,82.0046842887453,77.5124064271216,85.7871003937555
2020-05-24,Alameda County,6001,86.1291694555801,83.1787768546589,89.341503918514,28.2133754956069,26.4237080314149,29.6619919622629,83.3517093871148,78.8709995279667,87.108006124103
2020-05-25,Alameda County,6001,86.3926644369302,83.3918485122779,89.6117377379283,28.3002406213721,26.5306514961624,29.7791541692959,84.7029323138519,80.2365195252174,88.4465103686534
2020-05-26,Alameda County,6001,86.656301981595,83.6162021144749,89.9141978623428,28.3871517283245,26.6377814092091,29.8959430838529,86.0583594087023,81.6089930140856,89.8018891226345
2020-05-27,Alameda County,6001,86.9200667361326,83.856203197953,90.2168341793046,28.4741032097451,26.7450930123562,29.9916874040112,87.4179963167886,82.9884458728731,91.1433153523411
2020-05-28,Alameda County,6001,87.1839441644608,84.1149258497545,90.5196286444041,28.5610899341681,26.840829295172,30.0820288795678,88.7818480616365,84.3745548592003,92.4949492516875
2020-05-29,Alameda County,6001,87.4479204487713,84.3430754737827,90.8225641102727,28.6481071745057,26.9276583215023,30.1725188593213,90.1499191089036,85.7579246855104,93.8517945878785
2020-05-30,Alameda County,6001,87.7119824006341,84.5681315596476,91.1256242147204,28.7351505462787,27.014482720176,30.2710019056783,91.5222134219286,87.148000807913,95.2109837835972
2020-05-31,Alameda County,6001,87.9761173814268,84.7686005512307,91.4669492782117,28.8222159539173,27.082654394175,30.3695186476582,92.8987345100944,88.5448043337663,96.5725104121684
2020-06-01,Alameda County,6001,88.2403132312584,84.8934291398056,91.8538972698443,28.9092995441953,27.1465270779302,30.4680647924786,94.2794854708823,89.9483558228706,97.9363676459081
2020-06-02,Alameda County,6001,88.5045582055977,85.070915993729,92.2045287553658,28.9963976659465,27.2123655303406,30.579332000135,95.6644690263956,91.3586753321609,99.3038029585538
2020-06-03,Alameda County,6001,88.7688409188726,85.2806878043005,92.5717555648203,29.0835068353013,27.3012234203655,30.6935040698361,97.0536875550383,92.7677788644926,100.684197883213
2020-06-04,Alameda County,6001,89.0331502943486,85.4557972400931,92.8718888577812,29.1706237057595,27.3924770914537,30.8078048807796,98.4471431189536,94.1785327355563,102.07196373088
2020-06-05,Alameda County,6001,89.2974755196566,85.640351968184,93.212872771892,29.2577450424905,27.4882672321913,30.9203767061892,99.8448374877571,95.5956150576025,103.470764952492
2020-06-06,Alameda County,6001,89.5618060073833,85.8113215597435,93.590601772675,29.3448677003176,27.5841219425494,31.0202689039413,101.24677215903,97.0190402462416,104.846077477421
2020-06-07,Alameda County,6001,89.8261313601952,85.9333244615562,93.911916203068,29.4319886049099,27.6580933131409,31.1201515028825,102.652948375986,98.4488223661674,106.239057358873
2020-06-08,Alameda County,6001,90.0904413400111,86.0912388673374,94.233353502308,29.5191047367557,27.7455398046676,31.2337777861874,104.063367142672,99.8849751505778,107.646636602531
2020-06-09,Alameda County,6001,90.3547258407821,86.2506007433759,94.5733254225352,29.6062131175451,27.8346451295704,31.3607329626623,105.478029237023,101.331296471623,109.030998011207
2020-06-10,Alameda County,6001,90.618974864487,86.3776979177926,94.9523417020077,29.6933107986359,27.9235639789325,31.487868331005,106.89693522204,102.836773576273,110.431334330489
2020-06-11,Alameda County,6001,90.8831784999818,86.5041927378452,95.359308304937,29.780394851314,28.0124786605471,31.6151799187962,108.320085455343,104.326209696385,111.834277813325
2020-06-12,Alameda County,6001,91.1473269043859,86.6155389817965,95.7407664728859,29.8674623585994,28.1013860128026,31.7575978097825,109.747480097302,105.813475281695,113.239819714505
2020-06-13,Alameda County,6001,91.4114102867164,86.7145151786234,96.0774900185732,29.9545104083775,28.1902828761818,31.8908340221346,111.179119117946,107.269267510547,114.647951131345
2020-06-14,Alameda County,6001,91.6754188935138,86.8127984446602,96.5410503087567,30.0415360876676,28.2711688842805,32.005874590775,112.615002302786,108.710005393969,116.058663011339
